Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweets Number
NYTimes,Wed Jun 06 23:47:07 +0000 2018,"The poet Lawrence Ferlinghetti will publish a semi-autobiographical novel next year, timed to his 100th birthday https://t.co/pMsKwFMlex",0.3182,0.133,0.867,0.0,9
NYTimes,Wed Jun 06 23:31:06 +0000 2018,Rarely has one of the NBA's supreme players chased a championship with less help than LeBron James https://t.co/LsWAXWOVVd,0.8363,0.389,0.611,0.0,10
NYTimes,Wed Jun 06 23:17:02 +0000 2018,"Full results and maps from the California primaries
https://t.co/gN6FsjEYgb",0.0,0.0,1.0,0.0,11
NYTimes,Wed Jun 06 23:02:03 +0000 2018,A lawsuit brought by Stormy Daniels reveals text messages between Michael Cohen and her former lawyer discussing an… https://t.co/EW3YPOKFtd,-0.2263,0.0,0.899,0.101,12
NYTimes,Wed Jun 06 22:47:04 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DHbVsdo1pA,0.0,0.0,1.0,0.0,13
NYTimes,Wed Jun 06 22:35:00 +0000 2018,"Kate Spade's husband, Andy, released a statement about his wife's death https://t.co/xyGI71ZrVm",-0.5994,0.0,0.719,0.281,14
NYTimes,Wed Jun 06 22:17:07 +0000 2018,"RT @nytfood: The chef April Bloomfield will get 4 restaurants in her split from Ken Friedman, who’s accused of sexually harassing employees…",-0.6908,0.0,0.769,0.231,15
NYTimes,Wed Jun 06 22:17:06 +0000 2018,"Betsy DeVos halted relieving the debt of some student borrowers who were defrauded by the Corinthian Colleges, afte… https://t.co/JImltX7hCA",0.0,0.114,0.773,0.114,16
NYTimes,Wed Jun 06 22:02:04 +0000 2018,RT @VVFriedman: Exclusive: Kate Spade's husband Andy talks for the first time about his wife's death: ‘There Was No Indication and No Warni…,-0.7783,0.052,0.66,0.288,17
NYTimes,Wed Jun 06 21:47:02 +0000 2018,"The husband of the influential designer Kate Spade, who died of suicide, said she had been treated for severe depre… https://t.co/XH2dW5HOAF",-0.8316,0.095,0.556,0.35,18
NYTimes,Wed Jun 06 21:31:05 +0000 2018,"“Everyone knows the saying, ‘Hate that I love you.’ Well, that is the 2018 NBA finals summed up.” https://t.co/YvypgiuHKV",0.743,0.283,0.717,0.0,19
NYTimes,Wed Jun 06 21:21:00 +0000 2018,Many other employees at the American Consulate in the southern Chinese city of Guangzhou and their family members a… https://t.co/k5DWi0oZPH,0.0,0.0,1.0,0.0,20
NYTimes,Wed Jun 06 21:07:04 +0000 2018,Breaking News: More State Dept. employees have fallen ill after hearing strange noises. The crisis has spread to Ch… https://t.co/vZxSH4v4ff,-0.8807,0.0,0.588,0.412,21
NYTimes,Wed Jun 06 21:01:03 +0000 2018,"RT @Nate_Cohn: California take-away: the race is going as expected, with the noted and discussed exception of CA-21 https://t.co/fazs4ar1SC",0.0,0.0,1.0,0.0,22
NYTimes,Wed Jun 06 20:50:04 +0000 2018,"Jordan Roth has become Broadway’s singular showman, pushing the boundaries of what it means — and looks like — to b… https://t.co/lXVnt5HYYX",0.3612,0.116,0.884,0.0,23
NYTimes,Wed Jun 06 20:40:03 +0000 2018,"Before the hit television series, movie and sequel, ""Sex and the City"" was a newspaper column https://t.co/FWli7BOPbT",0.0,0.0,1.0,0.0,24
NYTimes,Wed Jun 06 20:30:01 +0000 2018,"RT @NYTNational: ""Eat a good breakfast then go and dismantle the patriarchy."" A 19-year-old reader shares her advice for graduating student…",0.6249,0.231,0.769,0.0,25
NYTimes,Wed Jun 06 20:20:07 +0000 2018,Greece has declared an economic recovery. Try telling that to the doctors and engineers who fled years ago and have… https://t.co/YZjdsbJvJF,0.0,0.0,1.0,0.0,26
NYTimes,Wed Jun 06 20:10:06 +0000 2018,“I’m sitting here and being subjected to frankly ridiculous accusations based on the most tenuous connections that… https://t.co/w9PHTTDjaH,-0.5859,0.0,0.769,0.231,27
NYTimes,Wed Jun 06 20:00:07 +0000 2018,"“We voted that sexual violence, including campus sexual violence, must be taken seriously by our elected officials,… https://t.co/CMYXLIfMO5",-0.872,0.0,0.602,0.398,28
NYTimes,Wed Jun 06 19:50:05 +0000 2018,"RT @nytpolitics: In a letter to senior Trump administration officials, European leaders asked for an exemption from sanctions on Iran https…",0.0,0.0,1.0,0.0,29
NYTimes,Wed Jun 06 19:40:03 +0000 2018,"""Kim Cattrall’s real voice is as unlike the voice of Samantha Jones as a late October morning is unlike a Fourth of… https://t.co/Ggg0WvCoY6",0.0,0.0,1.0,0.0,30
NYTimes,Wed Jun 06 19:30:07 +0000 2018,California primary election results https://t.co/om61zaCPNx,0.0,0.0,1.0,0.0,31
NYTimes,Wed Jun 06 19:20:08 +0000 2018,"RT @kevinroose: I hated the scooter craze from afar. Then I went to LA and tried them, and now I want a scooter permanently attached to my…",-0.6705,0.048,0.738,0.214,32
NYTimes,Wed Jun 06 19:10:05 +0000 2018,U.S. Soccer has hired Earnie Stewart as the national team's general manager. His mission: to build a team that can… https://t.co/om9LJPS4AB,0.0,0.0,1.0,0.0,33
NYTimes,Wed Jun 06 19:00:03 +0000 2018,"RT @declanwalsh: Intimidation, abduction and an assault on social media. Can Pakistan's election be free when the journalists covering it a…",-0.7964,0.107,0.554,0.339,34
NYTimes,Wed Jun 06 18:50:08 +0000 2018,Hurricanes are lingering longer. That makes them more dangerous. https://t.co/ibTs2XeJQM https://t.co/3966lHbOuP,-0.5256,0.0,0.747,0.253,35
NYTimes,Wed Jun 06 18:40:07 +0000 2018,"""I've made this dish twice now and, just like other posters here, it was completely gone by the end of the meal"" —… https://t.co/TsFtKK2Xn2",0.3612,0.098,0.902,0.0,36
NYTimes,Wed Jun 06 18:30:05 +0000 2018,He ordered his uncle executed and half brother assassinated. He spent millions developing a hydrogen bomb and ICBMs… https://t.co/EcQ06Izzom,-0.4939,0.0,0.842,0.158,37
NYTimes,Wed Jun 06 18:20:05 +0000 2018,Democratic candidates in California’s 7 most competitive House races are set to advance to the general election and… https://t.co/maodvYh832,0.2484,0.105,0.895,0.0,38
NYTimes,Wed Jun 06 18:10:06 +0000 2018,"RT @joecoscarelli: spoke to @TierraWhack, the word-of-mouth artist of the moment, about her 15-song, 15-minute debut https://t.co/TvXWl6d0d…",0.0,0.0,1.0,0.0,39
NYTimes,Wed Jun 06 18:00:09 +0000 2018,"""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck b… https://t.co/qjiUg9KFRT",-0.25,0.0,0.9,0.1,40
NYTimes,Wed Jun 06 17:50:05 +0000 2018,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",-0.4404,0.0,0.879,0.121,41
NYTimes,Wed Jun 06 17:40:08 +0000 2018,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,0.0,0.0,1.0,0.0,42
NYTimes,Wed Jun 06 17:30:05 +0000 2018,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",-0.5423,0.0,0.857,0.143,43
NYTimes,Wed Jun 06 17:20:06 +0000 2018,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",-0.6961,0.128,0.563,0.308,44
NYTimes,Wed Jun 06 17:10:08 +0000 2018,California primary election results https://t.co/4kFTjFY03i,0.0,0.0,1.0,0.0,45
NYTimes,Wed Jun 06 16:58:21 +0000 2018,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,-0.4588,0.058,0.796,0.146,46
NYTimes,Wed Jun 06 16:50:04 +0000 2018,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,0.34,0.124,0.876,0.0,47
NYTimes,Wed Jun 06 16:40:10 +0000 2018,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",-0.5574,0.0,0.841,0.159,48
NYTimes,Wed Jun 06 16:30:14 +0000 2018,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,0.0,0.0,1.0,0.0,49
NYTimes,Wed Jun 06 16:20:07 +0000 2018,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",-0.2732,0.0,0.846,0.154,50
NYTimes,Wed Jun 06 16:10:03 +0000 2018,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",0.0,0.0,1.0,0.0,51
NYTimes,Wed Jun 06 16:00:09 +0000 2018,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",0.5719,0.144,0.856,0.0,52
NYTimes,Wed Jun 06 15:50:04 +0000 2018,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",0.0,0.0,1.0,0.0,53
NYTimes,Wed Jun 06 15:40:07 +0000 2018,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",0.0,0.0,1.0,0.0,54
NYTimes,Wed Jun 06 15:28:28 +0000 2018,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,-0.2732,0.0,0.896,0.104,55
NYTimes,Wed Jun 06 15:20:13 +0000 2018,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",0.0,0.0,1.0,0.0,56
NYTimes,Wed Jun 06 15:10:06 +0000 2018,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",0.0,0.0,1.0,0.0,57
NYTimes,Wed Jun 06 15:00:21 +0000 2018,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",0.0,0.0,1.0,0.0,58
NYTimes,Wed Jun 06 14:50:08 +0000 2018,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,0.5574,0.141,0.859,0.0,59
NYTimes,Wed Jun 06 14:40:08 +0000 2018,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,0.0,0.0,1.0,0.0,60
NYTimes,Wed Jun 06 14:31:06 +0000 2018,"In Opinion

The editorial board writes, ""Ambassadors do not represent a president; they represent a state, and they… https://t.co/2sV7taMSVc",0.0,0.0,1.0,0.0,61
NYTimes,Wed Jun 06 14:20:06 +0000 2018,"An unknown caller falsely reported that there was someone with a weapon inside the home of David Hogg, a survivor o… https://t.co/oYkhveVBFO",0.0772,0.11,0.793,0.097,62
NYTimes,Wed Jun 06 14:11:03 +0000 2018,A German far-right leader was swimming in a lake near his house when a man grabbed his clothes. The thief's parting… https://t.co/jmULPWR231,0.0,0.0,1.0,0.0,63
NYTimes,Wed Jun 06 14:00:10 +0000 2018,Vladimir Putin is now casting himself as a reliable friend and trading partner to Europe as the Trump Administratio… https://t.co/mLnys22EJW,0.4939,0.151,0.849,0.0,64
NYTimes,Wed Jun 06 13:50:06 +0000 2018,"Bill Clinton admitted that the ""Today"" interview ""wasn't my finest hour."" But then he doubled down on much of what… https://t.co/kuFffClpwV",0.1027,0.065,0.935,0.0,65
NYTimes,Wed Jun 06 13:40:04 +0000 2018,RT @MichaelPaulson: He's one of Broadway's big three theater owners. But he's unlike any theater impresario you've seen before. A profile o…,0.0,0.0,1.0,0.0,66
NYTimes,Wed Jun 06 13:30:07 +0000 2018,California primary election results https://t.co/H5zUOKoq0v,0.0,0.0,1.0,0.0,67
NYTimes,Wed Jun 06 13:14:01 +0000 2018,"Gavin Newsom, the Democratic lieutenant governor and former mayor of San Francisco, took a major step in his bid to… https://t.co/URxxntv4rH",0.0,0.0,1.0,0.0,68
NYTimes,Wed Jun 06 13:00:07 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/lM4Ml4Iq8F https://t.co/Q38v6OjOvD,0.0,0.0,1.0,0.0,69
NYTimes,Wed Jun 06 12:44:04 +0000 2018,"Aaron Persky, the California judge who sentenced Brock Turner to just six months in jail for sexually assaulting an… https://t.co/NSlLMUslMi",-0.5267,0.0,0.804,0.196,70
NYTimes,Wed Jun 06 12:29:05 +0000 2018,"The Trump administration is using its envoys, ""even in our closest allies, to advance a nationalist and very aggres… https://t.co/SAcdPBeSOj",0.0,0.0,1.0,0.0,71
NYTimes,Wed Jun 06 12:21:06 +0000 2018,"Senator Mitch McConnell announced that he is canceling most of the Senate’s monthlong August recess, a change that… https://t.co/DU2Mppfjr6",0.0,0.0,1.0,0.0,72
NYTimes,Wed Jun 06 12:15:00 +0000 2018,"@AmyMek The reporter was accused by @AmyMek's supporters of ""doxxing"" her and her family. Then they doxxed him. ""Th… https://t.co/RgFezhwnF2",0.1779,0.126,0.779,0.095,73
NYTimes,Wed Jun 06 12:12:12 +0000 2018,"@AmyMek The backlash for the restaurant was instantaneous: It played out on Twitter, on Facebook and in bogus revie… https://t.co/2Lld1QkScX",0.34,0.112,0.888,0.0,74
NYTimes,Wed Jun 06 12:11:03 +0000 2018,"HuffPost wrote a profile of @AmyMek, a prolific Twitter firebrand who frequently attacks Islam. It revealed her nam… https://t.co/dkbE7MMihH",-0.4404,0.0,0.847,0.153,75
NYTimes,Wed Jun 06 12:00:06 +0000 2018,"Your daily @DealBook Briefing:

• Did national security take a back seat in Facebook’s data sharing? 

• ZTE may so… https://t.co/McAFeF0Ala",0.6369,0.245,0.755,0.0,76
NYTimes,Wed Jun 06 11:50:04 +0000 2018,5 takeaways from Tuesday's primary elections https://t.co/CuTUvtOC68,0.0,0.0,1.0,0.0,77
NYTimes,Wed Jun 06 11:40:04 +0000 2018,"Sean Patrick Maloney, a Hudson Valley Democrat and New York's first openly gay member of Congress, will run for New… https://t.co/Acw6PJqSBf",0.0,0.0,1.0,0.0,78
NYTimes,Wed Jun 06 11:31:05 +0000 2018,"A printing error improperly left about 119,000 names off voting rosters in Los Angeles County, forcing many to cast… https://t.co/8T4awtg5Ua",-0.4019,0.0,0.87,0.13,79
NYTimes,Wed Jun 06 11:14:04 +0000 2018,"Nook spent the first few years of his life in an affluent suburb. But when he returned to Baltimore, he became part… https://t.co/AbkzT6PZbo",0.0,0.0,1.0,0.0,80
NYTimes,Wed Jun 06 11:00:11 +0000 2018,California primary election results https://t.co/FDlBt3Y7RQ,0.0,0.0,1.0,0.0,81
NYTimes,Wed Jun 06 10:44:06 +0000 2018,"""What's happening here is you have a president saying, 'I can do what I want to do.' Well, are you going to do it o… https://t.co/z4GcIzQzPN",0.34,0.134,0.866,0.0,82
NYTimes,Wed Jun 06 10:31:03 +0000 2018,"All European Union countries must recognize same-sex marriage, at least in relation to immigration cases where one… https://t.co/Vx9Z7p9gjY",0.0,0.0,1.0,0.0,83
NYTimes,Wed Jun 06 10:14:06 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/zx3R7ub70a https://t.co/iU0ceDkjgx,0.0,0.0,1.0,0.0,84
NYTimes,Wed Jun 06 10:03:04 +0000 2018,"""Of course it has to be led by a man"" he said, ""because it is a very challenging position"" https://t.co/LliNVBNxE8",0.2247,0.1,0.9,0.0,85
NYTimes,Wed Jun 06 09:45:02 +0000 2018,"""When you realize that your country has become a cemetery of dreams, you need to find dreams elsewhere."" Many Greek… https://t.co/kaT3dbNbjD",0.6597,0.231,0.769,0.0,86
NYTimes,Wed Jun 06 09:31:07 +0000 2018,Ethiopia announced that it would accept a 2000 peace agreement with Eritrea over their disputed border https://t.co/Ruxdoq9ni2,0.7845,0.392,0.506,0.101,87
NYTimes,Wed Jun 06 09:16:03 +0000 2018,California primary election results https://t.co/Es2ZYkx9EC,0.0,0.0,1.0,0.0,88
NYTimes,Wed Jun 06 09:00:05 +0000 2018,"Alexander Gauland, the co-leader of a German anti-immigrant party, had his clothes stolen while he was swimming in… https://t.co/BD1xJjJMLv",-0.128,0.123,0.731,0.146,89
NYTimes,Wed Jun 06 08:45:04 +0000 2018,"Greece's long feud with Macedonia, the Balkan neighbor that claims the same ancient name as its northern region, is… https://t.co/iKBOU20WGs",-0.34,0.0,0.888,0.112,90
NYTimes,Wed Jun 06 08:30:12 +0000 2018,"The NYT review of ""Ocean's 8"" https://t.co/tZZzL1jstD",0.0,0.0,1.0,0.0,91
NYTimes,Wed Jun 06 08:14:03 +0000 2018,RT @nytimesworld: Putin disavows any desire to divide the European Union as he watches the Trump administration treat its Western allies as…,0.6597,0.213,0.787,0.0,92
NYTimes,Wed Jun 06 08:05:04 +0000 2018,"Here's a look at the key races in the California primary https://t.co/8IZ85kf0tq
And here are the results, as they… https://t.co/Gma8JIifv5",0.0,0.0,1.0,0.0,93
NYTimes,Wed Jun 06 08:02:01 +0000 2018,"More children in Afghanistan are out of school now than a few years ago, according to a study by Unicef. Its execut… https://t.co/6EzLq5TrIE",0.0,0.0,1.0,0.0,94
NYTimes,Wed Jun 06 07:45:09 +0000 2018,"Giant salamander farms in China ""are driving the extinction of most of the species by homogenizing them"" https://t.co/i4X5fbm3AI",0.0,0.0,1.0,0.0,95
NYTimes,Wed Jun 06 07:32:02 +0000 2018,"Aaron Persky, the California judge who sentenced a Stanford student to just six months in jail for sexually assault… https://t.co/XElUHKQFrT",-0.0258,0.0,0.942,0.058,96
NYTimes,Wed Jun 06 07:17:03 +0000 2018,"Separating children from migrant families entering the U.S. violates their rights and international law, the UN's h… https://t.co/6EqWJTorcG",-0.5106,0.0,0.837,0.163,97
NYTimes,Wed Jun 06 07:01:27 +0000 2018,"RT @nytDeniseGrady: Immunotherapy can be a lifesaver for people with cancer, but sometimes it can backfire. Here's what happened to 3 patie…",-0.0772,0.104,0.779,0.117,98
NYTimes,Wed Jun 06 06:54:50 +0000 2018,"California voters recalled Judge Aaron Persky, who gave a 6-month sentence for sexual assault. He's the first judge… https://t.co/ohbWSHnixT",-0.5423,0.062,0.758,0.18,99
NYTimes,Wed Jun 06 06:45:03 +0000 2018,"Iran announced that it had completed a new centrifuge assembly center, in a first step to increasing its nuclear en… https://t.co/X0AvNmD8ER",0.0,0.0,1.0,0.0,100
